animal_id,date_of_birth,name,datetime,monthyear,outcome_type,outcome_subtype,animal_type,sex_upon_outcome,age_upon_outcome,breed,color,age_days
A709166,2015-07-17,Unknown,2015-08-11,08-2015,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Torbie,25
A709167,2015-07-17,Unknown,2015-08-11,08-2015,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Brown Tabby,25
A709168,2015-07-17,Unknown,2015-08-11,08-2015,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Brown Tabby/White,25
A709298,2015-06-30,*Rob,2015-08-11,08-2015,Transfer,Partner,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black,42
A709299,2015-06-30,*Jon,2015-08-11,08-2015,Transfer,Partner,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black,42
A709300,2015-06-30,*Bran,2015-08-11,08-2015,Transfer,Partner,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black,42
A709301,2015-06-30,*Sansa,2015-08-11,08-2015,Transfer,Partner,Cat,Intact Female,1 month,Domestic Shorthair Mix,Black,42
A709302,2015-06-30,*Rickon,2015-08-11,08-2015,Transfer,Partner,Cat,Intact Male,1 month,Domestic Shorthair Mix,Blue Tabby,42
A709303,2015-06-30,*Arya,2015-08-11,08-2015,Transfer,Partner,Cat,Intact Female,1 month,Domestic Shorthair Mix,Brown Tabby,42
A709313,2014-02-07,*Philippa,2015-08-11,08-2015,Transfer,Partner,Cat,Intact Female,1 year,Domestic Shorthair Mix,Torbie,550
A709314,2015-07-21,Unknown,2015-08-11,08-2015,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Brown Tabby,21
A709315,2015-07-21,Unknown,2015-08-11,08-2015,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Brown Tabby,21
A709316,2015-07-21,Unknown,2015-08-11,08-2015,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Torbie,21
A709317,2015-07-21,Unknown,2015-08-11,08-2015,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Orange Tabby,21
A709318,2015-07-21,Unknown,2015-08-11,08-2015,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Orange Tabby,21
A707352,2015-05-27,*Graybles,2015-08-11,08-2015,Transfer,Partner,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby/White,76
A707350,2013-07-11,*Lily,2015-08-11,08-2015,Transfer,Partner,Cat,Spayed Female,2 years,Siamese Mix,Lynx Point,761
A703324,2009-05-23,Goose,2015-08-14,08-2015,Adoption,,Cat,Spayed Female,6 years,Domestic Shorthair Mix,Blue/White,2274
A689467,2011-04-06,Sammy,2015-08-15,08-2015,Adoption,,Dog,Neutered Male,4 years,Pit Bull Mix,Black/White,1592
A709955,2014-08-15,*Silas,2015-08-22,08-2015,Adoption,,Dog,Neutered Male,1 year,Siberian Husky Mix,Black/White,372
A708175,2015-06-24,Scout,2015-08-23,08-2015,Adoption,,Cat,Spayed Female,1 month,Domestic Shorthair Mix,White/Black,60
A710645,2014-08-25,Unknown,2015-08-26,08-2015,Transfer,Partner,Other,Unknown,1 year,Ringtail Mix,Fawn/Black,366
A710624,2015-08-22,Unknown,2015-08-26,08-2015,Transfer,Partner,Cat,Intact Female,4 days,Domestic Shorthair Mix,Calico,4
A694795,2014-01-04,Rosie,2015-08-27,08-2015,Transfer,Partner,Dog,Spayed Female,1 year,Pit Bull Mix,Brown/White,600
A710406,2014-08-22,Unknown,2015-08-27,08-2015,Transfer,Partner,Other,Unknown,1 year,Hamster,Tan/White,370
A710407,2014-08-22,Unknown,2015-08-27,08-2015,Transfer,Partner,Other,Unknown,1 year,Hamster,Brown,370
A710408,2014-08-22,Unknown,2015-08-27,08-2015,Transfer,Partner,Other,Unknown,1 year,Hamster,Gray,370
A708146,2015-05-31,Mittens,2015-08-29,08-2015,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black/White,90
A709338,2008-08-07,Tiny,2015-08-30,08-2015,Transfer,Partner,Dog,Neutered Male,7 years,Chihuahua Longhair Mix,White,2579
A710099,2014-08-17,*Sandy,2015-08-30,08-2015,Transfer,Partner,Dog,Intact Female,1 year,Chihuahua Shorthair Mix,Black/Buff,378
A710086,2013-08-17,Niko,2015-08-30,08-2015,Transfer,Partner,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,White/Black,743
A710134,2014-03-18,*Eddie,2015-08-30,08-2015,Transfer,Partner,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,White/Black,530
A710797,2014-05-15,Rusty,2015-09-01,09-2015,Transfer,Partner,Dog,Neutered Male,1 year,English Pointer Mix,Brown/White,474
A710635,2014-08-27,*Wally,2015-09-01,09-2015,Transfer,Partner,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,Fawn/White,370
A710095,2014-08-17,*Danny,2015-09-01,09-2015,Transfer,Partner,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,Black/Buff,380
A710071,2015-06-17,*Herb,2015-09-01,09-2015,Transfer,Partner,Cat,Neutered Male,2 months,Domestic Shorthair Mix,White/Black,76
A710072,2015-06-17,*Hamilton,2015-09-01,09-2015,Transfer,Partner,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black/White,76
A709432,2014-12-08,*Viola,2015-09-01,09-2015,Transfer,Partner,Dog,Spayed Female,8 months,Border Collie Mix,Black/White,267
A709484,2015-04-09,*Walter,2015-09-01,09-2015,Transfer,Partner,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Orange Tabby,145
A708292,2015-06-18,*Obie,2015-09-01,09-2015,Transfer,Partner,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby,75
A683666,2014-06-22,Unknown,2015-09-01,09-2015,Transfer,Partner,Cat,Neutered Male,1 year,Domestic Shorthair Mix,White/Cream Tabby,436
A710913,2013-09-03,Unknown,2015-09-08,09-2015,Adoption,,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,Tan/White,735
A711722,2015-08-28,Unknown,2015-09-11,09-2015,Transfer,Partner,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Brown Tabby,14
A711723,2015-08-28,Unknown,2015-09-11,09-2015,Transfer,Partner,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Brown Tabby,14
A711724,2015-08-28,Unknown,2015-09-11,09-2015,Transfer,Partner,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Brown Tabby,14
A711725,2015-08-28,Unknown,2015-09-11,09-2015,Transfer,Partner,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Brown Tabby,14
A711726,2015-08-28,Unknown,2015-09-11,09-2015,Transfer,Partner,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Black/White,14
A711728,2015-08-26,Unknown,2015-09-11,09-2015,Transfer,Partner,Cat,Intact Female,2 weeks,Ragdoll Mix,Lilac Point,16
A711729,2015-08-26,Unknown,2015-09-11,09-2015,Transfer,Partner,Cat,Intact Female,2 weeks,Domestic Longhair Mix,Brown Tabby/White,16
A711730,2015-08-26,Unknown,2015-09-11,09-2015,Transfer,Partner,Cat,Intact Female,2 weeks,Domestic Longhair Mix,Brown Tabby,16
A711731,2015-08-26,Unknown,2015-09-11,09-2015,Transfer,Partner,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Brown Tabby/White,16
A705930,2014-06-22,Bleu,2015-09-11,09-2015,Return to Owner,,Dog,Spayed Female,1 year,Labrador Retriever/Border Collie,Chocolate/White,446
A710565,2015-08-24,*Ora Lee,2015-09-12,09-2015,Missing,,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Black/White,19
A707834,2010-07-18,Toledo,2015-09-13,09-2015,Adoption,,Dog,Neutered Male,5 years,Toy Poodle,White,1883
A711323,2015-09-01,Unknown,2015-09-13,09-2015,Euthanasia,Suffering,Cat,Unknown,1 weeks,Domestic Shorthair Mix,Black,12
A708983,2015-06-11,Unknown,2015-09-13,09-2015,Missing,In Kennel,Cat,Intact Male,3 months,Domestic Shorthair Mix,Brown Tabby,94
A711903,2015-08-04,*Clarence,2015-09-17,09-2015,Transfer,Partner,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black,44
A712450,2015-07-08,Unknown,2015-09-24,09-2015,Adoption,,Dog,Neutered Male,2 months,Chihuahua Shorthair Mix,Tan/White,78
A712675,2009-04-26,Lady,2015-09-26,09-2015,Return to Owner,,Dog,Spayed Female,6 years,Australian Shepherd Mix,Tricolor,2344
A712534,2014-03-24,Chiwa,2015-09-27,09-2015,Return to Owner,,Dog,Spayed Female,1 year,Chihuahua Shorthair Mix,White/Tan,552
A712843,2014-09-29,Unknown,2015-09-29,09-2015,Died,Enroute,Dog,Intact Male,1 year,Pit Bull/Labrador Retriever,Tan/White,365
A712809,2015-07-21,*Pixie,2015-10-03,10-2015,Transfer,Partner,Cat,Intact Female,2 months,Domestic Shorthair Mix,Brown Tabby,74
A712857,2013-09-29,*Collin,2015-10-07,10-2015,Transfer,Partner,Dog,Intact Male,2 years,American Pit Bull Terrier Mix,Brown Brindle,738
A713454,2009-10-07,Unknown,2015-10-10,10-2015,Transfer,Partner,Dog,Intact Female,6 years,Chihuahua Shorthair Mix,White,2194
A713019,2015-09-01,*Tywin,2015-10-11,10-2015,Transfer,Partner,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black/White,40
A713756,2013-10-12,Unknown,2015-10-12,10-2015,Euthanasia,Suffering,Cat,Unknown,2 years,Domestic Shorthair Mix,White/Brown Tabby,730
A713610,2014-07-09,Poppi,2015-10-16,10-2015,Transfer,Partner,Dog,Spayed Female,1 year,Labrador Retriever/Border Collie,Black/White,464
A711583,2014-09-09,Big Head,2015-10-16,10-2015,Adoption,,Dog,Spayed Female,1 year,Pit Bull Mix,Black/White,402
A653755,2013-02-23,Bambi,2015-10-16,10-2015,Transfer,Partner,Dog,Spayed Female,2 years,German Shepherd/Labrador Retriever,Brown,965
A713929,2013-05-15,Wingman,2015-10-17,10-2015,Adoption,,Cat,Neutered Male,2 years,Siamese Mix,Seal Point,885
A711514,2015-08-02,*Dakota,2015-10-17,10-2015,Adoption,Foster,Dog,Spayed Female,2 months,Australian Cattle Dog Mix,Blue Merle/White,76
A708644,2013-07-29,*Autumn,2015-10-17,10-2015,Adoption,,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Tortie,810
A711584,2015-08-09,Kitty,2015-10-18,10-2015,Adoption,,Cat,Intact Male,2 months,Domestic Shorthair Mix,Black/White,70
A713852,2015-08-14,Peach,2015-10-18,10-2015,Adoption,,Cat,Intact Female,2 months,Domestic Shorthair Mix,Orange Tabby/White,65
A713659,2009-04-10,Ava,2015-10-18,10-2015,Adoption,,Cat,Spayed Female,6 years,Domestic Medium Hair Mix,Tortie,2382
A714259,2015-10-13,Unknown,2015-10-20,10-2015,Transfer,Partner,Cat,Unknown,1 week,Domestic Shorthair Mix,Brown Tabby,7
A710994,2013-08-31,Bronson,2015-10-21,10-2015,Transfer,Partner,Dog,Neutered Male,2 years,Bull Terrier,Brown Brindle/White,781
A594702,2009-06-10,Indy,2015-10-21,10-2015,Transfer,Partner,Dog,Neutered Male,6 years,Labrador Retriever Mix,Black/White,2324
A714050,2015-09-10,*Brian,2015-10-23,10-2015,Transfer,Partner,Cat,Intact Male,1 month,Domestic Shorthair Mix,White/Black,43
A714057,2014-10-17,Princess,2015-10-24,10-2015,Adoption,,Dog,Spayed Female,1 year,Chihuahua Shorthair Mix,White/Tan,372
A714386,2015-08-27,Unknown,2015-10-24,10-2015,Adoption,,Dog,Spayed Female,1 month,Chihuahua Shorthair Mix,Sable/Buff,58
A697261,2014-11-20,Roltan,2015-10-24,10-2015,Adoption,,Dog,Neutered Male,11 months,Schnauzer Giant Mix,Black/White,338
A714226,2008-10-24,Lars,2015-10-26,10-2015,Transfer,Partner,Dog,Intact Male,7 years,Yorkshire Terrier Mix,Black/Brown,2558
A714366,2012-10-22,Unknown,2015-10-26,10-2015,Transfer,Partner,Bird,Unknown,3 years,Goose Mix,White/Gray,1099
A714051,2015-09-10,*Brad,2015-10-26,10-2015,Transfer,Partner,Cat,Intact Male,1 month,Domestic Shorthair Mix,White/Black,46
A713835,2013-10-14,Unknown,2015-10-26,10-2015,Transfer,Partner,Dog,Intact Male,2 years,Chihuahua Shorthair Mix,Black/Brown,742
A713871,2008-12-03,Riley Grace,2015-10-26,10-2015,Transfer,Partner,Dog,Spayed Female,6 years,Border Collie Mix,Black,2518
A714379,2014-04-22,*Eddie,2015-10-28,10-2015,Transfer,Partner,Dog,Neutered Male,1 year,Siberian Husky Mix,Brown/Black,554
A714510,2014-10-24,Simon,2015-10-28,10-2015,Transfer,Partner,Dog,Neutered Male,1 year,Rat Terrier Mix,White/Black,369
A713620,2011-11-09,Cosette,2015-10-28,10-2015,Transfer,Partner,Dog,Intact Female,3 years,Siberian Husky Mix,White,1449
A712836,2015-01-29,*Bambi,2015-10-28,10-2015,Transfer,Partner,Dog,Spayed Female,8 months,Pit Bull Mix,Brown/White,272
A713171,2014-10-03,*Bruce,2015-10-28,10-2015,Transfer,Partner,Dog,Neutered Male,1 year,Queensland Heeler Mix,Tricolor,390
A714596,2014-10-25,*Cooper,2015-10-31,10-2015,Adoption,,Dog,Neutered Male,1 year,Boxer Mix,White/Black,371
A714384,2013-10-22,Solavino,2015-11-01,11-2015,Transfer,Partner,Dog,Intact Female,2 years,Chihuahua Shorthair Mix,Tricolor,740
A714775,2013-10-27,Mimi,2015-11-01,11-2015,Transfer,Partner,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,Black/Tan,735
A714776,2015-05-27,Juan,2015-11-01,11-2015,Transfer,Partner,Dog,Neutered Male,5 months,Chihuahua Shorthair Mix,Tricolor,158
A714608,2014-10-25,*Pugsly,2015-11-01,11-2015,Transfer,Partner,Dog,Neutered Male,1 year,Pug Mix,White/Tan,372
A714726,2014-04-27,*Victor,2015-11-01,11-2015,Transfer,Partner,Dog,Intact Male,1 year,Chihuahua Shorthair/Dachshund,Brown/White,553
A714736,2013-10-27,*Marty,2015-11-02,11-2015,Transfer,Partner,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,Yellow,736
A714837,2014-12-28,*Afina,2015-11-02,11-2015,Transfer,Partner,Dog,Spayed Female,10 months,Pit Bull Mix,Tan/White,309
A663422,2011-09-18,Sparky Rex,2015-11-02,11-2015,Transfer,Partner,Dog,Neutered Male,4 years,German Shepherd/Rottweiler,Chocolate/Tan,1506
A714068,2015-09-17,*Saturn,2015-11-03,11-2015,Died,In Kennel,Cat,Intact Male,1 month,Domestic Shorthair Mix,Brown Tabby/White,47
A433746,2006-04-09,Evette,2015-11-04,11-2015,Transfer,Partner,Dog,Spayed Female,9 years,Australian Shepherd Mix,White/Brown,3496
A715146,2012-11-01,*Ferdinand,2015-11-05,11-2015,Transfer,Partner,Dog,Intact Male,3 years,German Shepherd Mix,Tan/White,1099
A715234,2013-11-02,Unknown,2015-11-05,11-2015,Transfer,Partner,Dog,Intact Male,2 years,Pit Bull Mix,Red/White,733
A715121,2013-10-31,Coqueta,2015-11-05,11-2015,Transfer,Partner,Dog,Spayed Female,2 years,Golden Retriever Mix,Gold,735
A715127,2014-10-31,*Maddie,2015-11-05,11-2015,Transfer,Partner,Dog,Intact Female,1 year,Chihuahua Shorthair Mix,White/Black,370
A715139,2015-03-03,Unknown,2015-11-05,11-2015,Transfer,Partner,Dog,Spayed Female,8 months,Australian Cattle Dog/Bull Terrier,White/Red Tick,247
A714820,2015-04-28,*Lizzie,2015-11-05,11-2015,Transfer,Partner,Dog,Spayed Female,6 months,Plott Hound Mix,Brown Brindle,191
A714878,2007-10-29,Bean,2015-11-05,11-2015,Transfer,Partner,Dog,Spayed Female,8 years,Jack Russell Terrier/Chihuahua Shorthair,Black/White,2929
A714879,2014-10-29,Unknown,2015-11-05,11-2015,Transfer,Partner,Dog,Intact Female,1 year,Chihuahua Shorthair Mix,Brown/Brown,372
A714875,2014-12-29,*Cookiemonst,2015-11-05,11-2015,Transfer,Partner,Dog,Spayed Female,10 months,Black/Tan Hound Mix,Tricolor,311
A713392,2015-07-15,*Basil,2015-11-05,11-2015,Transfer,Partner,Dog,Intact Male,3 months,Chihuahua Shorthair Mix,Black/White,113
A712426,2014-09-22,*Pope,2015-11-05,11-2015,Transfer,Partner,Dog,Neutered Male,1 year,Great Pyrenees Mix,White,409
A609622,2007-09-11,Cory,2015-11-05,11-2015,Transfer,Partner,Dog,Spayed Female,8 years,Chihuahua Shorthair/Wire Hair Fox Terrier,Gold,2977
A713457,2014-10-07,*Hiram,2015-11-07,11-2015,Transfer,Partner,Dog,Neutered Male,1 year,Bull Terrier/Boxer,Brown Brindle/White,396
A700792,2013-04-19,Kit,2015-11-07,11-2015,Return to Owner,,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Brown Tabby,932
A715357,2014-11-04,*Roxy,2015-11-08,11-2015,Transfer,Partner,Dog,Intact Female,1 year,Labrador Retriever/Pembroke Welsh Corgi,Black,369
A715345,2015-01-04,*Jordy,2015-11-08,11-2015,Transfer,Partner,Dog,Neutered Male,10 months,Labrador Retriever Mix,Yellow,308
A715280,2015-09-03,*Pauly,2015-11-08,11-2015,Adoption,,Dog,Neutered Male,2 months,Labrador Retriever Mix,Tricolor,66
A715089,2014-10-31,Unknown,2015-11-08,11-2015,Transfer,Partner,Dog,Spayed Female,1 year,Labrador Retriever Mix,Black/White,373
A714869,2014-10-29,Figaro,2015-11-08,11-2015,Adoption,,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,White/Brown,375
A714714,2015-08-16,Jojo,2015-11-08,11-2015,Return to Owner,,Dog,Intact Female,2 months,Australian Cattle Dog Mix,Blue Merle/Tan,84
A713720,2014-10-11,*Griffin,2015-11-08,11-2015,Transfer,Partner,Dog,Neutered Male,1 year,Schnauzer Giant Mix,Black,393
A714029,2015-08-23,Ghost,2015-11-08,11-2015,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Tortie Point,77
A715556,2015-08-05,Unknown,2015-11-09,11-2015,Transfer,Partner,Cat,Intact Female,3 months,Domestic Shorthair Mix,Black,96
A715558,2015-09-06,Unknown,2015-11-09,11-2015,Transfer,Partner,Cat,Intact Male,2 months,Domestic Shorthair Mix,Orange Tabby/White,64
A715733,2015-10-31,Unknown,2015-11-09,11-2015,Transfer,Partner,Cat,Unknown,1 weeks,Domestic Shorthair Mix,Orange/Orange Tabby,9
A697762,2014-02-27,Socks,2015-11-09,11-2015,Transfer,Partner,Dog,Spayed Female,1 year,Boxer Mix,Tan,620
A715618,2013-11-06,Unknown,2015-11-10,11-2015,Transfer,Partner,Dog,Intact Male,2 years,Cardigan Welsh Corgi/Chihuahua Shorthair,Tan,734
A715283,2014-11-03,*Maja,2015-11-10,11-2015,Transfer,Partner,Dog,Neutered Male,1 year,Great Pyrenees/Labrador Retriever,White/Tan,372
A714836,2013-10-28,Desiree,2015-11-10,11-2015,Return to Owner,,Dog,Spayed Female,2 years,Border Collie Mix,White/Brown,743
A711319,2014-09-05,*Leah,2015-11-11,11-2015,Transfer,Partner,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Black,432
A708645,2015-07-12,*Spring,2015-11-11,11-2015,Transfer,Partner,Cat,Spayed Female,4 months,Domestic Shorthair Mix,Black,122
A714876,2012-10-29,*Newton,2015-11-11,11-2015,Transfer,Partner,Cat,Neutered Male,3 years,Domestic Shorthair Mix,Orange Tabby/White,1108
A712403,2015-05-22,Kawhi,2015-11-11,11-2015,Transfer,Partner,Cat,Neutered Male,5 months,Domestic Shorthair Mix,Orange Tabby,173
A713163,2011-10-03,*Peanut,2015-11-11,11-2015,Transfer,Partner,Cat,Neutered Male,4 years,Domestic Shorthair Mix,Blue Tabby,1500
A715106,2011-10-31,Ms Kitty,2015-11-11,11-2015,Transfer,Partner,Cat,Spayed Female,4 years,Domestic Shorthair Mix,Blue/White,1472
A531969,2008-03-06,Black,2015-11-13,11-2015,Return to Owner,,Dog,Neutered Male,7 years,Pit Bull Mix,Black/White,2808
A716131,2014-01-15,Spike,2015-11-17,11-2015,Transfer,Partner,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,Yellow,671
A716220,2011-11-16,Easy,2015-11-17,11-2015,Transfer,Partner,Dog,Spayed Female,4 years,Dachshund Mix,Black/Tan,1462
A716236,2015-06-17,Unknown,2015-11-17,11-2015,Transfer,Partner,Cat,Intact Female,5 months,Domestic Shorthair Mix,Brown Tabby,153
A715820,2015-08-10,*Pru,2015-11-17,11-2015,Transfer,Partner,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Torbie,99
A715740,2015-08-09,*Hoshi,2015-11-17,11-2015,Transfer,Partner,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Black Tabby/White,100
A715755,2015-09-24,Unknown,2015-11-17,11-2015,Adoption,,Dog,Spayed Female,1 month,Dachshund Mix,Blue Merle,54
A716096,2015-10-14,*Cynda,2015-11-17,11-2015,Transfer,Partner,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,Blue Tabby/White,34
A715699,2015-01-12,Buck,2015-11-17,11-2015,Transfer,Partner,Cat,Neutered Male,10 months,Domestic Shorthair Mix,Brown Tabby/White,309
A715700,2015-01-12,Minnie,2015-11-17,11-2015,Transfer,Partner,Cat,Intact Female,10 months,Domestic Shorthair Mix,Brown Tabby,309
A715446,2014-12-04,Pooh,2015-11-17,11-2015,Transfer,Partner,Cat,Neutered Male,11 months,Domestic Shorthair Mix,Brown Tabby/White,348
A715447,2014-12-04,Pappy,2015-11-17,11-2015,Transfer,Partner,Cat,Neutered Male,11 months,Domestic Shorthair Mix,Brown Tabby/White,348
A715004,2015-08-29,*Coal,2015-11-17,11-2015,Transfer,Partner,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black,80
A715005,2015-08-29,*Onyx,2015-11-17,11-2015,Transfer,Partner,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black,80
A715287,2014-12-03,Bernabe,2015-11-17,11-2015,Transfer,Partner,Cat,Spayed Female,11 months,Domestic Shorthair Mix,Brown Tabby,349
A715297,2015-08-27,Moonshadow,2015-11-17,11-2015,Transfer,Partner,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Blue,82
A715298,2015-08-27,Domino,2015-11-17,11-2015,Transfer,Partner,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black/White,82
A715218,2015-08-02,*Tyra,2015-11-17,11-2015,Transfer,Partner,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Tortie,107
A715219,2015-08-02,*Talisa,2015-11-17,11-2015,Transfer,Partner,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Torbie,107
A714625,2015-08-26,*Mariah,2015-11-17,11-2015,Transfer,Partner,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Calico,83
A714626,2015-08-26,*Marco,2015-11-17,11-2015,Transfer,Partner,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black/White,83
A713711,2014-10-11,*Hirrally,2015-11-17,11-2015,Transfer,Partner,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Tortie,402
A713710,2014-10-11,*Pepsi,2015-11-17,11-2015,Transfer,Partner,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Tortie,402
A715341,2015-10-13,Unknown,2015-11-18,11-2015,Died,In Foster,Cat,Intact Male,1 month,Domestic Shorthair Mix,Brown Tabby,36
A715060,2013-10-30,Unknown,2015-11-18,11-2015,Transfer,Partner,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,Tan,749
A641346,2008-11-06,Rome,2015-11-18,11-2015,Transfer,Partner,Dog,Neutered Male,7 years,Doberman Pinsch,Chocolate,2568
A675759,2010-03-31,Oso,2015-11-21,11-2015,Transfer,Partner,Dog,Neutered Male,5 years,Labrador Retriever Mix,Tan,2061
A713996,2011-10-16,*Perkins,2015-11-23,11-2015,Transfer,Partner,Dog,Intact Male,4 years,Chihuahua Shorthair Mix,Buff,1499
A716252,2009-11-17,Karmen,2015-11-23,11-2015,Transfer,Partner,Dog,Intact Female,6 years,Labrador Retriever Mix,Black,2197
A716278,2010-11-17,*Stefanie,2015-11-23,11-2015,Transfer,Partner,Dog,Spayed Female,5 years,Australian Shepherd Mix,White/Red,1832
A716391,2012-11-23,*Muffin,2015-11-23,11-2015,Transfer,Partner,Dog,Spayed Female,3 years,Miniature Schnauzer Mix,Chocolate,1095
A716488,2013-11-19,Unknown,2015-11-23,11-2015,Transfer,Partner,Dog,Neutered Male,2 years,Pit Bull Mix,Red,734
